#,dist(asec)identifier,typcoord1(ICRS,",J2000/2000)",plx,radvel,redshift,cz,,MagU,MagB,MagV,MagR,MagG,MagI,spec.type,,#bib#,not
765,662.82HD96584,*166.6816762972800,-58.58466552,1.4917,7.52,0.000025,7.52,,,9.833,8.24,7.397,7.66055,6.636,K3/4,,14,0
766,662.93GaiaEDR35340164359375788288,*166.5886204087846,-58.54574488,1.993,,,,,,,,,17.680532,,,,1,0
767,662.982MASSJ11060850-5831595,*166.5354349506900,-58.53320153,1.9034,68.19,0.000227,68.2,,,19.865,18.405,17.381,17.496805,16.145,,,1,0
768,663.77[CLH2011b]197346,*166.3555177638000,-58.88830503,0.1574,-26.86,-0.00009,-26.86,,,17.389,15.936,15.119,15.380013,14.346,,,1,0
769,663.87Cl*NGC3532FERN281,*166.1041606313300,-58.79455902,1.0542,,,,,,,,,12.806307,,,,3,0
770,664.41[CLH2011b]221536,*166.2003952550200,-58.5604134,0.4155,-0.98,-0.000003,-0.98,,,16.644,15.36,14.613,15.174213,13.873,,,1,0
771,665.202MASSJ11041628-5840146,*166.0678913829700,-58.67075227,0.4729,,,,,,,,,15.365161,,,,1,0
772,666.38GaiaEDR35340163466022376960,*166.6786136429800,-58.58142844,2.1924,,,,,,,,,15.791291,,,,4,0
773,667.80HD96137,*166.0802807045500,-58.76940854,2.0837,5.3,0.000018,5.3,,,8.187,8.193,8.181,8.2087,8.176,A0IV,,28,0
774,668.93[CLH2011b]151081,*166.6249204996900,-58.8579176,0.1697,-8.05,-0.000027,-8.05,,,17.446,15.983,15.208,15.463794,14.445,,,1,0
775,669.90GaiaEDR35338703722559666432,*166.0649799025500,-58.74261354,2.0894,,,,,,,,,15.826345,,,,4,0
776,670.28CPD-583091,*166.4979327538300,-58.88803394,0.6883,,,,,,11.25,11.039,10.908,11.004453,10.763,,,7,0
777,671.72Cl*NGC3532FERN205,*166.7027263525300,-58.81984783,0.6024,-12.76,-0.000043,-12.76,,,13.54,12.25,12.01,11.996376,,,,1,0
778,672.59Cl*NGC3532FERN383,*166.6483537265400,-58.5639627,0.4651,,,,,,,,,12.882293,,,,2,0
779,672.71GaiaEDR35338651186519101952,*166.5112003410500,-58.88699846,2.0985,,,,,,,,,15.153277,,,,4,0
780,673.692MASSJ11063500-5851045,*166.6458116609800,-58.85127773,1.8745,,,,,,,,,17.865734,,,,5,0
781,674.082MASSJ11050229-5832176,*166.2595547561100,-58.53823778,2.1561,25.39,0.000085,25.39,,,17.62,16.304,15.482,15.795051,14.736,,,1,0
782,674.552MASSJ11042243-5837256,*166.0935128045600,-58.62379237,0.3467,,,,,,,,,15.140468,,,,1,0
783,674.76[S2000d]NGC353237,X166.0621-58.7419,,,,,,,,,,,,,,,1,0
784,675.052MASSJ11070662-5842079,*166.7775506236600,-58.70220145,1.992,4.51,0.000015,4.51,,,20.13,18.629,17.464,17.488586,16.066,,,2,0
785,675.69UCAC4158-060279,*166.2282270755900,-58.54665359,1.3817,-7.3,-0.000024,-7.3,,,18.258,16.784,15.874,16.294125,15.006,,,1,0
786,675.972MASSJ11064734-5849311,*166.6972700774200,-58.82535286,0.3545,-16.68,-0.000056,-16.68,,,16.813,15.697,15.116,15.391553,14.52,,,1,0
787,676.232MASSJ11045191-5851475,*166.2163313844200,-58.86320708,2.1003,2.09,0.000007,2.09,,,14.747,13.898,13.433,13.696711,12.976,,,3,0
788,676.492MASSJ11041355-5841223,*166.0564835140700,-58.68954738,2.0766,,,,,,,,,14.671906,,,,5,0
789,676.55[CLH2011b]230388,*166.1355130320300,-58.82525722,0.1475,10.01,0.000033,10.01,,,17.902,16.332,15.446,15.678672,14.568,,,1,0
790,676.642MASSJ11052816-5831137,*166.3673792370200,-58.5204732,2.0815,,,,,,,,,13.802761,,,,5,0
791,678.37[CLH2011b]221553,*166.1986800466500,-58.85747688,0.2121,-7.29,-0.000024,-7.29,,,17.764,16.317,15.471,15.670168,14.62,,,1,0
792,678.89[FRP2000]35,X166.76287-58.763,92,,,,,,,,,,,,,,2,0
793,679.16Cl*NGC3532FERN275,*166.0641857946300,-58.75265378,0.7855,,,,,,12.96,12.44,12.41,12.357924,,,,2,0
794,679.652MASSJ11041468-5844477,*166.0612194220000,-58.74660416,2.0817,6.16,0.000021,6.16,,,18.41,16.998,16.114,16.372765,15.282,,,5,0
795,680.58Cl*NGC3532AR135,*166.5792292182600,-58.53762424,2.0954,5.24,0.000017,5.24,,,14.675,13.919,13.474,13.739268,13.074,,,6,0
796,681.11Cl*NGC3532FERN171,*166.1218993441700,-58.81815237,0.5725,,,,,,,,,12.240543,,,,2,0
797,681.182MASSJ11054850-5831061,*166.4521051387900,-58.51835288,1.9853,14.15,0.000047,14.15,,,18.012,16.639,15.794,16.100849,15.065,,,1,0
798,681.792MASSJ11052837-5831083,*166.3682091709800,-58.51896876,2.0733,5.81,0.000019,5.81,,,19.563,18.089,17.052,17.219202,15.892,,,5,0
799,681.91Cl*NGC3532RK4,*166.753279-58.63,4233,,,,,,,,,,,,,,1,0
800,682.05[CLH2011b]241818,*166.0529853623500,-58.7216809,0.8515,6.55,0.000022,6.55,,,16.793,15.485,14.686,15.265197,13.988,,,1,0
801,682.35Cl*NGC3532FERN386,*166.6015710997800,-58.54339331,2.0486,8.15,0.000027,8.15,,,13.188,12.519,12.118,12.38376,11.753,,,6,0
802,682.70Cl*NGC3532FERN201,*166.6266291808400,-58.86197969,0.3549,-35.16,-0.000117,-35.16,,,13.88,12.86,12.78,12.714533,,,,1,0
803,683.41GaiaEDR35338657272509576960,*166.6276583503700,-58.8618444,2.0832,,,,,,,,,15.72641,,,,3,0
804,684.02HD96122,*166.0531916127600,-58.72858727,0.647,-22.1,-0.000074,-22.1,,,8.469,7.906,7.522,7.754268,7.113,F2Ib,,29,0
805,684.792MASSJ11041763-5846249,*166.0735310632300,-58.77358322,1.8636,5.39,0.000018,5.39,,,21.037,19.508,18.346,18.383001,16.903,,,2,0
806,685.382MASSJ11070430-5845415,*166.7679220304700,-58.76154095,2.1507,,,,,,,,,16.980017,,,,5,0
807,686.59CPD-583137,Em*166.7519917300300,-58.78480225,0.6516,,,,,,10.708,10.697,10.636,10.683827,10.597,,,10,0
808,687.34[CLH2011b]194830,*166.3709925041200,-58.89612416,0.1132,21.46,0.000072,21.46,,,18.024,16.484,15.645,15.910354,14.846,,,1,0
809,687.68[CLH2011b]208990,*166.2818685346900,-58.88446448,0.1371,1.09,0.000004,1.09,,,17.836,16.436,15.632,15.892715,14.849,,,1,0
810,688.062MASSJ11062379-5832269,*166.5991422511000,-58.54082605,2.063,4.86,0.000016,4.86,,,14.65,13.884,13.455,13.744938,13.066,,,5,0
811,688.29HD96653,*166.7843295429000,-58.71636583,2.0226,-6.1,-0.00002,-6.1,,,8.345,8.335,8.3,8.351841,8.29,A0IIIn,,34,0
812,688.322MASSJ11060987-5831365,*166.5411296348200,-58.52678703,0.6567,,,,,,,,,14.143417,,,,1,0
813,688.80[DDW2012]NGC3532-WDCJ1106-,5847WD?166.7461157152100,-58.79267572,,,,,,,21.817,19.956,19.197,19.813377,18.707,,,1,0
814,689.342MASSJ11055472-5831041,*166.4778756209700,-58.51785435,2.2241,,,,,,,,,19.357342,,,,1,0
815,689.43Cl*NGC3532AR122,*166.50887-58.521,28,,,,,,,,,,,,,,1,0
816,689.48Cl*NGC3532FERN320,*166.5638903254800,-58.88234347,2.0865,,,,,,,,,11.761152,,,,6,0
817,689.50Cl*NGC3532FERN364,*166.7829681379700,-58.68522356,2.0657,0.15,0.000001,0.15,,,,,,11.593271,,,,6,0
818,689.712MASSJ11070550-5839272,*166.7729276486000,-58.6575378,2.1424,,,,,,,,,15.845523,,,,5,0
819,689.802MASSJ11060202-5831159,*166.5083652909700,-58.52110356,2.1901,,,,,,,,,13.707702,,,,1,0
820,690.702MASSJ11041513-5845457,*166.0631025002300,-58.76268957,2.2489,,,,,,,,,15.649481,,,,1,0
821,691.44Cl*NGC3532FERN319,*166.5575089447000,-58.88433283,1.3065,5.85,0.00002,5.85,,,,,,12.236353,,,,1,0
822,692.07CPD-583143,*166.7749333312300,-58.75541078,4.1164,10.21,0.000034,10.21,,,10.664,10.261,9.995,10.188332,9.761,,,5,0
823,692.282MASSJ11050781-5853094,*166.2825831505600,-58.885982,0.2228,,,,,,,,,15.462783,,,,1,0
824,692.76Cl*NGC3532FERN179,PM*166.2011372687800,-58.86336436,0.9867,153.86,0.000513,153.9,,,11.419,10.893,10.562,10.781763,10.216,,,3,0
825,693.37Cl*NGC3532FERN204,*166.6957428368800,-58.83378921,2.1256,,,,,,,,,12.890891,,,,6,0
826,693.38GaiaEDR35340163259863949696,*166.7034188242300,-58.58487005,2.0554,,,,,,,,,16.537895,,,,2,0
827,693.55Cl*NGC3532FERN357,*166.7790168150700,-58.74830488,1.0429,,,,,,,,,12.491635,,,,1,0
828,695.522MASSJ11042438-5848353,*166.1016763152200,-58.80980309,2.0653,,,,,,,,,13.287255,,,,5,0
829,695.69CPD-583142,*166.7677938193300,-58.77102933,2.4569,,,,,,10.235,10.053,9.95,10.051253,9.839,,,7,0
830,695.992MASSJ11054883-5830514,*166.4534466677800,-58.51428655,2.1346,,,,,,,,,14.978704,,,,5,0
831,696.382MASSJ11044143-5851110,*166.1726798199400,-58.85303866,0.3296,3.87,0.000013,3.87,,,15.121,14.363,13.935,14.175864,13.479,,,1,0
832,697.412MASSJ11041079-5843238,*166.0449888822700,-58.72328938,2.091,,,,,,,,,15.048557,,,,5,0
833,697.81Cl*NGC3532FERN360,*166.7889286647400,-58.72079596,0.8455,,,,,,,,,13.372642,,,,1,0
834,699.23Cl*NGC3532FERN282,*166.0898877671500,-58.80150507,0.94,-19.44,-0.000065,-19.44,,,,,,12.295067,,,,1,0
835,699.582MASSJ11041182-5844387,*166.0493557566300,-58.74411458,1.3613,,,,,,,,,17.930483,,,,1,0
836,699.82Cl*NGC3532FERN286,*166.1166334656400,-58.82321396,1.876,,,,,,,,,11.440498,,,,2,0
837,700.302MASSJ11043037-5849482,*166.1266150147300,-58.83004977,2.1827,,,,,,,,,16.835651,,,,4,0
838,700.472MASSJ11070826-5844391,*166.7844388631700,-58.74418451,2.0927,,,,,,,,,15.371624,,,,5,0
839,700.52GaiaEDR35338651843699951360,*166.4338386657200,-58.90105282,2.175,,,,,,,,,16.887678,,,,4,0
840,700.822MASSJ11063996-5833425,*166.6665257206000,-58.56180937,1.868,6.07,0.00002,6.07,,,19.928,18.443,17.408,17.576553,16.266,,,4,0
841,701.422MASSJ11062589-5852279,*166.6078593674800,-58.87443933,2.0534,4.42,0.000015,4.42,,,14.894,14.008,13.518,13.779573,13.061,,,3,0
842,701.892MASSJ11070392-5846410,*166.7663128312200,-58.77806228,0.4481,24.6,0.000082,24.6,,,16.601,15.439,14.797,15.089281,14.189,,,1,0
843,701.90Cl*NGC3532FERN277,*166.0579051964600,-58.76451139,2.0866,4.64,0.000015,4.64,,,13.274,12.733,12.402,12.62992,12.09,,,9,0
844,702.06HD96473,*166.5326986034400,-58.89218852,2.0979,6.3,0.000021,6.3,,,8.455,8.437,8.448,8.4417,8.425,B9/A0V,,31,0
845,702.632MASSJ11041861-5847283,*166.0775843181000,-58.79121274,2.1138,,,,,,,,,14.955913,,,,5,0
846,702.832MASSJ11044521-5833063,*166.1883866583300,-58.5517692,0.6927,13.3,0.000044,13.3,,,15.428,14.571,14.124,14.396089,13.676,,,1,0
847,703.02[CLH2011b]184800,*166.4331784533300,-58.90176277,0.6711,13.88,0.000046,13.88,,,17.277,16.063,15.382,15.698163,14.737,,,1,0
848,703.822MASSJ11052517-5853583,*166.3548802556500,-58.89953375,1.6429,8.32,0.000028,8.32,,,18.52,17.112,16.227,16.473652,15.341,,,1,0
849,704.84Cl*NGC3532FERN274,*166.0472015765700,-58.74599798,2.051,5.42,0.000018,5.42,,,,,,12.414512,,,,6,0
850,705.252MASSJ11071003-5841135,*166.7918319528100,-58.68708577,0.2856,-10.27,-0.000034,-10.27,,,15.19,14.366,13.864,14.126316,13.375,,,1,0
851,705.92[CLH2011b]181763,*166.4516752817300,-58.9019147,0.1089,33.13,0.000111,33.13,,,17.93,16.435,15.61,15.877862,14.839,,,1,0
852,706.732MASSJ11065947-5836447,*166.7478109336600,-58.61246237,2.0886,,,,,,,,,15.409936,,,,6,0
853,706.902MASSJ11063293-5832505,*166.6372028776100,-58.54736937,0.2388,,,,,,,,,15.975396,,,,1,0
854,707.43Cl*NGC3532FERN276,*166.0515918168600,-58.75873399,1.8166,5.06,0.000017,5.06,,,13.563,12.891,12.486,12.747993,12.123,,,4,0
855,707.792MASSJ11050290-5831382,*166.2621083444400,-58.52728918,0.5234,49.11,0.000164,49.11,,,15.7,14.813,14.234,14.497683,13.629,,,1,0
856,708.77Cl*NGC3532FERN315,*166.4774499693200,-58.90101419,0.2283,,,,,,,,,12.42025,,,,2,0
857,710.172MASSJ11043136-5834375,*166.1307812172000,-58.57711752,2.1579,,,,,,,,,18.979029,,,,1,0
858,710.32GaiaEDR35338654558119211776,*166.3336083853400,-58.89923042,2.089,,,,,,,,,16.447186,,,,4,0
859,711.49HD96565,*166.6553922926500,-58.86078457,2.1019,,,,,,9.542,9.484,9.471,9.520637,9.48,A,,18,0
860,711.972MASSJ11043363-5850346,*166.1401519605900,-58.84291881,1.9294,,,,,,,,,18.200813,,,,1,0
861,712.26[CLH2011b]223831,*166.1848292924200,-58.86385632,0.2323,-20,-0.000067,-20,,,17.656,16.341,15.587,15.848969,14.837,,,1,0
862,712.64GaiaEDR35340163294223690624,*166.7136264361700,-58.58293291,2.0836,,,,,,,,,17.474499,,,,4,0
863,713.022MASSJ11044699-5832436,*166.1957874146700,-58.54540661,2.3663,4.54,0.000015,4.54,,,19.796,18.279,17.196,17.541458,15.94,,,1,0
864,714.332MASSJ11040876-5841149,*166.0365512164200,-58.68747359,2.0931,,,,,,,,,15.778129,,,,5,0
865,715.892MASSJ11062451-5852507,*166.6021646360300,-58.8807577,2.0775,,,,,,,,,15.790236,,,,5,0
866,715.93Cl*NGC3532FERN284,*166.0966066563600,-58.81620375,1.1977,19.74,0.000066,19.74,,,,,,11.996346,,,,2,0
867,716.25GaiaEDR35338654558087435520,*166.3354690390700,-58.90112784,2.0262,,,,,,,,,17.732752,,,,4,0
868,717.99Cl*NGC3532BUT12,*166.0441326773400,-58.65888816,,,,,,,17.073,16.143,15.554,15.864338,14.928,,,2,0
869,718.89[CLH2011b]225816,*166.1715167347500,-58.5530742,2.0983,5.91,0.00002,5.91,,,14.859,14.058,13.62,13.906823,13.215,,,5,0
870,719.132MASSJ11071191-5843316,*166.7996466365600,-58.72544813,2.1219,2.96,0.00001,2.96,,,18.087,16.731,15.844,16.051744,14.916,,,5,0
871,719.63BMIV143,C*166.7119977700100,-58.57883471,0.3118,,,,,,13.5,11.6,,10.048518,,C,,9,0
872,719.85Cl*NGC3532FERN359,*166.8008506849100,-58.71996719,2.0554,7.49,0.000025,7.49,,,,,,11.4315,,,,6,0
873,720.882MASSJ11070909-5839114,*166.7878788924900,-58.65316104,2.1451,,,,,,,,,13.961658,,,,6,0
874,721.17CPD-574271,*166.6008091740600,-58.53078321,2.0293,,,,,,11.419,11.086,10.912,11.061495,10.742,,,9,0
875,721.552MASSJ11041040-5839230,*166.0433900536200,-58.65640943,2.1576,4.19,0.000014,4.19,,,20.393,18.878,17.768,17.805222,16.448,,,6,0
876,721.74[CLH2011b]174692,*166.4941504011200,-58.90309157,0.1394,36.45,0.000122,36.45,,,17.683,16.194,15.385,15.661502,14.609,,,1,0
877,722.31[CLH2011b]228381,*166.1503284162600,-58.85226432,2.8171,-0.93,-0.000003,-0.93,,,16.961,15.728,14.993,15.48399,14.301,,,1,0
878,722.55Cl*NGC3532FERN321,*166.5950609196200,-58.88482952,1.9607,27.27,0.000091,27.27,,,13.141,12.477,12.135,12.365828,11.797,,,2,0
879,723.03[CLH2011b]218934,*166.2169681546800,-58.53483862,0.1958,0.7,0.000002,0.7,,,17.776,16.315,15.459,15.729858,14.642,,,1,0
880,723.152MASSJ11070623-5846532,*166.7759819900000,-58.78145098,1.9913,,,,,,,,,15.582849,,,,3,0
881,723.49Cl*NGC3532FERN368,*166.7935006568600,-58.66164846,0.6603,-11.17,-0.000037,-11.17,,,,,,11.775683,,,,2,0
882,723.732MASSJ11055392-5854195,*166.4746332696000,-58.90544756,2.2121,,,,,,,,,18.42441,,,,2,0
883,724.19[CLH2011b]141920,*166.6754313677600,-58.85659825,0.2096,-36.62,-0.000122,-36.62,,,17.295,16.072,15.393,15.668001,14.719,,,1,0
884,724.45Cl*NGC3532RK7,*166.073108-58.61,4111,,,,,,,,,,,,,,1,0
885,724.62[CLH2011b]233679,*166.1133258288700,-58.5817635,0.5202,44.12,0.000147,44.12,,,17.212,15.768,14.949,15.232468,14.173,,,1,0
886,724.932MASSJ11071205-5844120,*166.8001930121500,-58.73665285,1.7999,2.18,0.000007,2.18,,,20.58,19.125,18.016,18.078869,16.661,,,2,0
887,724.97Cl*NGC3532FERN351,*166.7868148596600,-58.76710983,1.3934,-13.96,-0.000047,-13.96,,,13.602,12.954,12.566,12.805331,12.199,,,3,0
888,725.18CPD-583134,*166.7348639425600,-58.82221457,2.0808,,,,,,10.229,10.058,10,10.087566,9.917,,,11,0
889,726.91HD96121,*166.0748833169700,-58.61091551,2.1403,,,,,,10.34,10.18,,10.25711,,A0,,14,0
890,727.81[FRP2000]47,X166.47146-58.906,83,,,,,,,,,,,,,,2,0
891,728.16GaiaEDR35338703211499277696,*166.0462969440600,-58.76967117,2.1493,,,,,,,,,17.821543,,,,3,0
892,729.03Cl*NGC3532AR121,*166.5066328046600,-58.50965419,0.6709,,,,,,,,,13.895674,,,,1,0
893,729.422MASSJ11045869-5831297,*166.2445685474200,-58.52495091,1.2667,1.74,0.000006,1.74,,,13.812,13.13,12.717,12.979443,12.349,,,1,0
894,731.222MASSJ11041666-5836492,*166.0694746597100,-58.61367135,2.0714,5.13,0.000017,5.13,,,15.694,14.718,14.213,14.496116,13.738,,,6,0
895,731.432MASSJ11063010-5832060,*166.6254553654100,-58.53502524,2.4773,33.89,0.000113,33.89,,,17.392,16.043,15.227,15.539281,14.502,,,1,0
896,732.65CPD-583146,*166.7942371803500,-58.76159468,2.0994,,,,,,10.504,10.353,10.268,10.355484,10.198,A5V,,11,0
897,733.48CPD-574242,*166.42542-58.502,97,,,,,,,,,,,,,,2,0
898,734.84HD96120,*166.0734256620653,-58.60772097,7.5831,-4.52,-0.000015,-4.52,,,10.28,10.11,,10.556549,,A0,,16,0
899,735.09GaiaEDR35340213631236461312,*166.2186947076100,-58.53041047,2.0789,,,,,,,,,16.24633,,,,3,0
900,735.502MASSJ11070553-5847368,*166.7730820407800,-58.79357856,0.1186,41.04,0.000137,41.04,,,16.964,15.747,15.065,15.34755,14.402,,,1,0
901,735.59CPD-583067,*166.3879874273500,-58.91045551,2.0968,8.34,0.000028,8.34,,,11.276,11.01,10.84,10.97657,10.69,,,9,0
902,735.71Cl*NGC3532AR165,*166.7251717785500,-58.58020111,0.9779,,,,,,,,,13.977041,,,,1,0
903,738.382MASSJ11050419-5831006,*166.2675068713300,-58.5168446,2.0904,,,,,,,,,13.880814,,,,5,0
904,738.51[CLH2011b]138249,*166.6955286808300,-58.85223677,0.0829,26.97,0.00009,26.97,,,17.635,16.363,15.652,15.977262,14.945,,,1,0
905,739.18Cl*NGC3532FERN344,*166.7665248430100,-58.80272831,1.9308,,,,,,,,,13.109532,,,,1,0
906,739.84Cl*NGC3532FERN322,*166.6006609849200,-58.88873398,2.0716,0.91,0.000003,0.91,,,,,,11.704803,,,,6,0
907,740.70HD96522,*166.6086266823500,-58.52683301,2.0835,4.6,0.000015,4.6,,,8.968,8.965,8.961,8.988076,8.981,A0IV,,26,0
908,742.52Cl*NGC3532AR186,*166.8121143231300,-58.72601509,0.3219,,,,,,,,,13.138955,,,,1,0
909,742.87GaiaEDR35340151474472251008,*166.7502496969500,-58.59502657,2.1096,,,,,,,,,14.628755,,,,4,0
910,743.66Cl*NGC3532FERN376,*166.7521-58.5961,,,,,,,,,,,,,,,1,0
911,743.67Cl*NGC3532FERN369,*166.8015592789400,-58.65522476,2.0594,,,,,,,,,12.853411,,,,4,0
912,744.212MASSJ11042996-5833590,*166.1248665194000,-58.56641478,2.0885,,,,,,,,,15.182028,,,,1,0
913,745.04Cl*NGC3532BUT11,*166.02496-58.669,39,,,,,,,18.876,17.665,16.967,,16.247,,,2,0
914,745.04Cl*NGC3532FERN280,*166.0407500119800,-58.77581169,0.4769,85.59,0.000286,85.6,,,13.119,12.664,12.37,12.568679,12.06,,,2,0
915,745.102MASSJ11063955-5852081,*166.6646373572400,-58.86891666,2.1284,,,,,,,,,19.065302,,,,1,0
916,745.42Cl*NGC3532FERN318,*166.5453553907600,-58.90270504,0.3369,,,,,,,,,12.910749,,,,1,0
917,745.45Cl*NGC3532FERN312,*166.4121455089100,-58.91372262,0.2569,,,,,,,,,13.380034,,,,1,0
918,747.062MASSJ11071378-5845017,*166.8074268685100,-58.75047,2.1568,12.59,0.000042,12.59,,,18.107,16.717,15.845,16.109596,15.031,,,1,0
919,747.24Cl*NGC3532AR187,*166.8122657915900,-58.73662182,0.4009,,,,,,,,,13.818784,,,,1,0
920,748.002MASSJ11041347-5837015,*166.0561466043900,-58.61714169,1.8717,,,,,,,,,19.123041,,,,1,0
921,748.122MASSJ11050010-5853449,*166.2504954851300,-58.89581167,0.3826,,,,,,,,,15.203221,,,,1,0
922,750.82GaiaEDR35340167073756493440,*166.3711651114300,-58.49945584,,,,,,,,,,19.44133,,,,0,0
923,751.70HD96685,Be*166.8186487096700,-58.70528552,0.5156,,,,,,9.895,9.792,9.664,9.774719,9.549,B8,,19,0
924,751.852MASSJ11040349-5842183,*166.0146105765800,-58.70509272,2.0812,5.73,0.000019,5.73,,,17.997,16.574,15.647,15.903925,14.757,,,5,0
925,751.922MASSJ11045895-5831039,*166.2456464949700,-58.51774369,2.0837,,,,,,,,,13.344333,,,,1,0
926,752.302MASSJ11040343-5842267,*166.0143465220200,-58.70742986,1.8337,,,,,,,,,18.868534,,,,1,0
927,752.48[CLH2011b]238361,*166.0797645681100,-58.59279412,0.1454,20.18,0.000067,20.18,,,17.792,16.263,15.356,15.60679,14.465,,,1,0
928,752.802MASSJ11052894-5829561,mul166.37062100-58.,49893600,,,,,,,,,,,,,,1,0
929,753.52GaiaEDR35340167073756491904,*166.3704224662200,-58.49874787,1.8328,,,,,,,,,19.301292,,,,1,0
930,753.872MASSJ11053327-5829520,*166.3886343261100,-58.49776885,1.5031,,,,,,,,,15.924428,,,,1,0
931,754.36Cl*NGC3532FERN289,*166.1045619170800,-58.83981657,0.5202,,,,,,,,,11.844405,,,,1,0
932,754.92GaiaEDR35338654455040195584,*166.1180771698500,-58.84815153,2.0419,,,,,,,,,17.955784,,,,4,0
933,754.94GaiaEDR35338651603181701632,*166.3634941695100,-58.91455766,2.0858,,,,,,,,,15.603804,,,,4,0
934,755.752MASSJ11063618-5852407,*166.6507926043200,-58.87799767,1.9467,,,,,,,,,17.481098,,,,5,0
935,756.272MASSJ11043552-5851504,*166.1480323522500,-58.86398738,2.0289,5.6,0.000019,5.6,,,19.402,17.885,16.899,17.135748,15.865,,,4,0
936,760.48[CLH2011b]186794,*166.4205165574500,-58.91790174,0.1667,-15.31,-0.000051,-15.31,,,17.42,16.097,15.334,15.611587,14.631,,,1,0
937,760.50GaiaEDR35338647544391469184,*166.7925963137900,-58.78782919,2.1074,,,,,,,,,16.420895,,,,5,0
938,760.592MASSJ11071022-5847162,mul166.79261900-58.,78786100,,,,,,,,,,,,,,1,0
939,761.002MASSJ11052760-5854588,*166.3650063758800,-58.91635542,0.4671,,,,,,,,,15.134562,,,,1,0
940,761.58CPD-583151,*166.8205746208300,-58.68012263,5.3677,-10.19,-0.000034,-10.19,,,10.546,9.929,9.567,9.802511,9.247,,,7,0
941,762.37GaiaEDR35338647548698109184,*166.7937877937300,-58.78769377,0.4221,,,,,,,,,18.265884,,,,0,0
942,762.55Cl*NGC3532FERN307,*166.2599395921900,-58.9023122,1.1278,,,,,,,,,12.021871,,,,2,0
943,763.612MASSJ11052979-5829446,*166.3741779374100,-58.49571049,1.4146,,,,,,,,,14.300215,,,,1,0
944,763.98CD-583756,*166.0656547929700,-58.8157459,2.1166,,,,,,10.805,10.578,10.49,10.596207,10.388,A5III,,15,0
945,764.67Cl*NGC3532FERN308,*166.2332142308800,-58.89663196,1.3915,,,,,,,,,11.928023,,,,1,0
946,765.20Cl*NGC3532FERN410,*166.1389665059600,-58.55084408,1.0027,,,,,,,,,11.591139,,,,2,0
947,765.40CPD-574297,*166.7942332868000,-58.6251069,0.1283,,,,,10.61,11.184,10.933,10.718,10.851199,10.452,OB:,,9,0
948,766.65[CLH2011b]228186,*166.1539252133500,-58.54345268,2.0847,4.82,0.000016,4.82,,,17.789,16.325,15.395,15.671979,14.425,,,5,0
949,766.90GaiaEDR35340163981418476032,*166.6639855027900,-58.53696763,1.9202,,,,,,,,,17.035084,,,,4,0
950,767.062MASSJ11053298-5855090,*166.3874616419000,-58.91920046,0.1135,,,,,,,,,15.322556,,,,1,0
951,767.26Cl*NGC3532AR119,*166.5046631189800,-58.49852822,2.1252,7.91,0.000026,7.91,,,13.94,13.157,12.683,12.95479,12.252,,,4,0
952,767.83GaiaDR25338653110681733376,RR?166.2942433477796,-58.91031249,0.5049,,,,,,,,,19.4127,,,,1,0
953,767.882MASSJ11041100-5836557,*166.0458855271200,-58.61551627,0.5602,,,,,,,,,15.896356,,,,1,0
954,768.402MASSJ11040150-5841467,*166.0062802471100,-58.6963083,1.0138,-11.49,-0.000038,-11.49,,,19.937,18.412,17.377,17.490427,16.158,,,1,0
955,768.652MASSJ11071320-5838141,*166.8050072145900,-58.63723921,1.9032,,,,,,,,,18.519354,,,,1,0
956,768.732MASSJ11040942-5837212,*166.0392486141900,-58.62255951,1.0326,59.12,0.000197,59.13,,,20.947,19.451,18.315,18.374615,16.939,,,1,0
957,768.77UCAC4156-059701,*166.0694810588600,-58.82151195,,,,,,,,,15.76,15.853601,,,,1,0
958,770.34CPD-574249,*166.4608195536600,-58.49392354,0.7018,,,,,,,,,11.02319,,,,2,0
959,770.642MASSJ11063508-5831445,*166.6461341286300,-58.529055,2.0135,,,,,,,,,15.693412,,,,5,0
960,771.012MASSJ11054044-5855149,*166.4185296406700,-58.92083422,2.0059,,,,,,,,,15.529298,,,,1,0
961,771.15Cl*NGC3532FERN458,*166.2894395257100,-58.50296929,1.9463,5.33,0.000018,5.33,,,,,,11.171204,,,,2,0
962,771.33[CLH2011b]203822,*166.3155953940400,-58.4989785,2.0905,2.96,0.00001,2.96,,,16.851,15.765,15.025,15.255187,14.336,,,5,0
963,771.65Cl*NGC3532FERN288,*166.0858695047300,-58.8352367,0.5849,,,,,,,,,13.23231,,,,1,0
964,771.892MASSJ11064596-5832490,*166.6914782578400,-58.54696627,0.4106,47.5,0.000158,47.5,,,14.347,13.686,13.246,13.459307,12.758,,,1,0
965,773.232MASSJ11071718-5845033,*166.8215767674900,-58.75089557,0.3411,15.46,0.000052,15.46,,,17.243,15.988,15.291,15.594371,14.681,,,1,0
966,775.55HD96412,*166.4348959129300,-58.49144686,2.1045,,,,,,10.21,10.07,,10.125074,,A,,9,0
967,775.932MASSJ11044713-5831276,*166.1964652279500,-58.52416941,2.5263,,,,,,,,,19.13833,,,,1,0
968,776.34CPD-583138,*166.7559011827100,-58.83144082,2.0857,,,,,,9.845,9.725,9.691,9.760057,9.629,A1V,,15,0
969,776.682MASSJ11043415-5852083,*166.1423861445200,-58.86897547,2.0931,,,,,,,,,15.509452,,,,5,0
